coreId,date,year,lengthLW,widthLW,apexLW,posteriorSpotLW,anteriorSpotLW,interspotLW,lengthRW,widthRW,apexRW,posteriorSpotRW,anteriorSpotRW,interspotRW,sex,latitude,longitude
f7697988-4ffd-4988-ac4a-8b391f0bf0bb,1979-09-09,1979,22.130000000000003,13.520000000000001,1.02,0.26,0.34,NA,21.82,13.620000000000001,0.44999999999999996,0.21000000000000002,0.3,NA,female,39.633801,-119.285448
39bde26a-f369-45cd-92cf-875959cf5393,NA,NA,NA,NA,NA,NA,NA,NA,23.490000000000002,13.91,0.56,0,0.14,NA,male,39.633801,-119.285448
dc782758-f3c3-4462-aed6-5e10e7217b73,1979-09-09,1979,22.599999999999998,12.46,1.36,0.32,0.31,NA,22.040000000000003,12.649999999999999,1.26,0.31,0.31,NA,female,39.633801,-119.285448
d8e53473-034a-431e-bc98-6c431c377c39,1989-05-27,1989,24.182,14.397,10.792,0,2.137,A,24.13,14.397,9.703,0.091,1.637,A,male,34.136394,-118.774535
02c9b054-fe04-400a-8348-60fb64623a34,1956-08-15,1956,18.435,10.329,12.091,1.672,2.315,1.4E-2,18.435,10.015,11.823,8.893,2.285,2.5000000000000001E-2,female,34.0790062,-118.5194168
f4dc4c83-0082-4ff7-abb0-2b67c11b9c9e,1966-08-13,1966,22.237,11.811,12.755,0,1.328,A,21.844,12.451,12.92,0,1.386,A,male,34.030149,-118.515977
335c05d6-6d18-4a1c-bd1a-4fae1cdff485,1958-02-17,1958,25.105,13.628,13.377,0,2.596,A,25.298,14.053,14.931,0,2.928,A,male,34.00194,-118.5075
f9a17c04-ae8e-455a-ae92-d1c2e9b2b3bb,1955-06-27,1955,29.900000000000002,15.83,2.4699999999999998,0,0.12,0,30.270000000000003,16.41,2.4,0,0.10999999999999999,0,male,34.313353,-118.483908
47e33bf8-bbea-4d76-b409-7a5e5154c0fe,1918-05-12,1918,25.758,15.375,15.014,0,2.533,A,25.743,13.845,16.839,0,2.56,A,male,34.13350677,-118.3116074
67b7d448-e560-423b-9f09-e16b50c9f607,1934-07-02,1934,24.628,13.12,17.036,5.67,4.8,A,24.943,13.232,18.268,6.457,5.034,A,female,34.198001,-118.261017
